algorithm,pop_size,n_gen,crossover_prob,mutation_prob,seed,hv,gd,n_solutions
hybrid_no_repair,100,100,0.8,0.5,6,144.13513451101306,0.0,31
hybrid_no_repair,100,100,0.8,0.5,7,47.98560455375094,0.0,16
hybrid_no_repair,100,100,0.8,0.5,8,155.99794536633092,0.0,29
hybrid_no_repair,100,100,0.8,0.5,9,23.4703966035014,0.0,24
hybrid_no_repair,100,100,0.8,0.5,10,65.40138439613702,0.0,33
hybrid_no_repair,100,100,0.8,0.8,1,138.389571740777,0.0,24
hybrid_no_repair,100,100,0.8,0.8,2,66.86838660601573,0.0,26
hybrid_no_repair,100,100,0.8,0.8,3,94.61654719378461,0.0,29
hybrid_no_repair,100,100,0.8,0.8,4,137.31786510400653,0.0,33
hybrid_no_repair,100,100,0.8,0.8,5,64.54425231711939,0.0,19
hybrid_no_repair,100,100,0.8,0.8,6,164.02206339841476,0.0,34
hybrid_no_repair,100,100,0.8,0.8,7,76.6786261239514,0.0,21
hybrid_no_repair,100,100,0.8,0.8,8,45.64846907595901,0.0,22
hybrid_no_repair,100,100,0.8,0.8,9,221.1731661720489,0.0,53
hybrid_no_repair,100,100,0.8,0.8,10,62.99063828681475,0.0,24
hybrid_no_repair,100,100,0.9,0.5,1,214.9437202062665,0.0,45
hybrid_no_repair,100,100,0.9,0.5,2,123.59869330959708,0.0,20
hybrid_no_repair,100,100,0.9,0.5,3,44.19753318502496,0.0,19
hybrid_no_repair,100,100,0.9,0.5,4,83.21124447296987,0.0,28
hybrid_no_repair,100,100,0.9,0.5,5,185.47403434521632,0.0,36
hybrid_no_repair,100,100,0.9,0.5,6,75.9928217563594,0.0,25
hybrid_no_repair,100,100,0.9,0.5,7,66.94189100158081,0.0,25
hybrid_no_repair,100,100,0.9,0.5,8,102.95957396244015,0.0,24
hybrid_no_repair,100,100,0.9,0.5,9,124.13924966924264,0.0,49
hybrid_no_repair,100,100,0.9,0.5,10,172.13500914595426,0.0,30
hybrid_no_repair,100,100,0.9,0.8,1,55.857688797817815,0.0,14
hybrid_no_repair,100,100,0.9,0.8,2,43.77638592153309,0.0,14
hybrid_no_repair,100,100,0.9,0.8,3,42.100733437975094,0.0,13
hybrid_no_repair,100,100,0.9,0.8,4,81.65782722138832,0.0,20
hybrid_no_repair,100,100,0.9,0.8,5,65.13488689254504,0.0,30
hybrid_no_repair,100,100,0.9,0.8,6,78.26478830164706,0.0,24
hybrid_no_repair,100,100,0.9,0.8,7,133.15266481827757,0.0,20
hybrid_no_repair,100,100,0.9,0.8,8,98.85663622723067,0.0,18
hybrid_no_repair,100,100,0.9,0.8,9,145.4029903457168,0.0,27
hybrid_no_repair,100,100,0.9,0.8,10,145.23166418941548,0.0,27
hybrid_no_repair,100,200,0.8,0.5,1,233.6727888355739,0.0,34
hybrid_no_repair,100,200,0.8,0.5,2,146.16630456490748,0.0,55
hybrid_no_repair,100,200,0.8,0.5,3,135.810079016966,0.0,45
hybrid_no_repair,100,200,0.8,0.5,4,62.16303652855429,0.0,25
hybrid_no_repair,100,200,0.8,0.5,5,129.80173401700733,0.0,70
hybrid_no_repair,100,200,0.8,0.5,6,126.59491058287983,0.0,71
hybrid_no_repair,100,200,0.8,0.5,7,92.07280825527934,0.0,28
hybrid_no_repair,100,200,0.8,0.5,8,138.61873186536832,0.0,58
hybrid_no_repair,100,200,0.8,0.5,9,51.977135739395194,0.0,56
hybrid_no_repair,100,200,0.8,0.5,10,114.2658245433838,0.0,42
hybrid_no_repair,100,200,0.8,0.8,1,166.5525807853175,0.0,45
hybrid_no_repair,100,200,0.8,0.8,2,165.53548263652743,0.0,59
hybrid_no_repair,100,200,0.8,0.8,3,181.04890163563687,0.0,55
hybrid_no_repair,100,200,0.8,0.8,4,211.63839691736547,0.0,63
hybrid_no_repair,100,200,0.8,0.8,5,122.61401321090592,0.0,33
hybrid_no_repair,100,200,0.8,0.8,6,241.084859845987,0.0,64
hybrid_no_repair,100,200,0.8,0.8,7,99.26144901306607,0.0,45
hybrid_no_repair,100,200,0.8,0.8,8,119.62030450295026,0.0,38
hybrid_no_repair,100,200,0.8,0.8,9,225.94228202622278,0.0,60
hybrid_no_repair,100,200,0.8,0.8,10,152.5405499080356,0.0,56
hybrid_no_repair,100,200,0.9,0.5,1,286.34746431420433,0.0,54
hybrid_no_repair,100,200,0.9,0.5,2,190.741666347113,0.0,44
hybrid_no_repair,100,200,0.9,0.5,3,108.99360398285125,0.0,47
hybrid_no_repair,100,200,0.9,0.5,4,78.46990724369348,0.0,43
hybrid_no_repair,100,200,0.9,0.5,5,204.61369074631364,0.0,81
hybrid_no_repair,100,200,0.9,0.5,6,173.34536530395795,0.0,57
hybrid_no_repair,100,200,0.9,0.5,7,83.95575401530328,0.0,45
hybrid_no_repair,100,200,0.9,0.5,8,63.93999050235081,0.0,33
hybrid_no_repair,100,200,0.9,0.5,9,170.84088255488334,0.0,67
hybrid_no_repair,100,200,0.9,0.5,10,114.60401479983223,0.0,56
hybrid_no_repair,100,200,0.9,0.8,1,106.04794338628025,0.0,30
hybrid_no_repair,100,200,0.9,0.8,2,100.88701192716974,0.0,39
hybrid_no_repair,100,200,0.9,0.8,3,81.25056113263217,0.0,33
hybrid_no_repair,100,200,0.9,0.8,4,129.67166341493316,0.0,35
hybrid_no_repair,100,200,0.9,0.8,5,71.3279629661908,0.0,53
hybrid_no_repair,100,200,0.9,0.8,6,78.02834332608202,0.0,56
hybrid_no_repair,100,200,0.9,0.8,7,226.89959434834188,0.0,48
hybrid_no_repair,100,200,0.9,0.8,8,190.97148411209903,0.0,35
hybrid_no_repair,100,200,0.9,0.8,9,201.85732702145407,0.0,58
hybrid_no_repair,100,200,0.9,0.8,10,350.9322049181816,0.0,67
hybrid_repair,50,100,0.8,0.5,1,498.46647947255235,0.0,50
hybrid_repair,50,100,0.8,0.5,2,504.4336945811109,0.0,50
hybrid_repair,50,100,0.8,0.5,3,565.6198589771259,0.0,50
hybrid_repair,50,100,0.8,0.5,4,665.6121068545862,0.0,50
hybrid_repair,50,100,0.8,0.5,5,681.9472835822478,0.0,50
hybrid_repair,50,100,0.8,0.5,6,516.2864561828773,0.0,50
hybrid_repair,50,100,0.8,0.5,7,560.6404444020603,0.0,50
hybrid_repair,50,100,0.8,0.5,8,724.6478209783561,0.0,50
hybrid_repair,50,100,0.8,0.5,9,536.0445331695778,0.0,50
hybrid_repair,50,100,0.8,0.5,10,501.65623140284276,0.0,50
hybrid_repair,50,100,0.8,0.8,1,432.45677544012676,0.0,49
hybrid_repair,50,100,0.8,0.8,2,799.4984209841186,0.0,50
hybrid_repair,50,100,0.8,0.8,3,767.2502361213263,0.0,50
hybrid_repair,50,100,0.8,0.8,4,609.444467943372,0.0,50
hybrid_repair,50,100,0.8,0.8,5,775.3428476022577,0.0,50
hybrid_repair,50,100,0.8,0.8,6,572.3602557385838,0.0,50
hybrid_repair,50,100,0.8,0.8,7,629.1688105950425,0.0,50
hybrid_repair,50,100,0.8,0.8,8,990.8567197336661,0.0,50
hybrid_repair,50,100,0.8,0.8,9,446.12503231638783,0.0,50
hybrid_repair,50,100,0.8,0.8,10,508.34595108295025,0.0,49
hybrid_repair,50,100,0.9,0.5,1,574.1544430494373,0.0,50
hybrid_repair,50,100,0.9,0.5,2,466.1856348936585,0.0,50
hybrid_repair,50,100,0.9,0.5,3,448.25318419848236,0.0,50
hybrid_repair,50,100,0.9,0.5,4,600.3912950991148,0.0,50
hybrid_repair,50,100,0.9,0.5,5,608.4557170111996,0.0,50
hybrid_repair,50,100,0.9,0.5,6,577.4729648205368,0.0,50
hybrid_repair,50,100,0.9,0.5,7,502.4465007601521,0.0,48
hybrid_repair,50,100,0.9,0.5,8,677.2965363771416,0.0,50
hybrid_repair,50,100,0.9,0.5,9,506.56970675831,0.0,50
hybrid_repair,50,100,0.9,0.5,10,535.0613225515586,0.0,50
hybrid_repair,50,100,0.9,0.8,1,535.9145256684709,0.0,50
hybrid_repair,50,100,0.9,0.8,2,568.064893067309,0.0,50
hybrid_repair,50,100,0.9,0.8,3,464.82101152949724,0.0,50
hybrid_repair,50,100,0.9,0.8,4,526.914241091052,0.0,50
hybrid_repair,50,100,0.9,0.8,5,462.0692776076945,0.0,50
hybrid_repair,50,100,0.9,0.8,6,548.2537492927366,0.0,50
hybrid_repair,50,100,0.9,0.8,7,716.2841931941593,0.0,50
hybrid_repair,50,100,0.9,0.8,8,841.8580048072936,0.0,50
hybrid_repair,50,100,0.9,0.8,9,645.2091117905921,0.0,50
hybrid_repair,50,100,0.9,0.8,10,506.9340311619703,0.0,50
hybrid_repair,50,200,0.8,0.5,1,637.4050044172425,0.0,49
hybrid_repair,50,200,0.8,0.5,2,804.7140806916185,0.0,50
hybrid_repair,50,200,0.8,0.5,3,583.5734550082033,0.0,50
hybrid_repair,50,200,0.8,0.5,4,641.0727606120969,0.0,50
hybrid_repair,50,200,0.8,0.5,5,769.9180816480355,0.0,50
hybrid_repair,50,200,0.8,0.5,6,607.138309129369,0.0,50
hybrid_repair,50,200,0.8,0.5,7,585.2915370658792,0.0,50
hybrid_repair,50,200,0.8,0.5,8,648.7722766290553,0.0,50
hybrid_repair,50,200,0.8,0.5,9,651.7082338451105,0.0,50
hybrid_repair,50,200,0.8,0.5,10,555.5636697059256,0.0,50
hybrid_repair,50,200,0.8,0.8,1,485.5695529762375,0.0,50
hybrid_repair,50,200,0.8,0.8,2,676.726360332987,0.0,50
hybrid_repair,50,200,0.8,0.8,3,659.3526258691811,0.0,50
hybrid_repair,50,200,0.8,0.8,4,541.7640407266947,0.0,50
hybrid_repair,50,200,0.8,0.8,5,962.2827258418131,0.0,50
hybrid_repair,50,200,0.8,0.8,6,830.1978071082708,0.0,50
hybrid_repair,50,200,0.8,0.8,7,595.2218530889895,0.0,50
hybrid_repair,50,200,0.8,0.8,8,1037.3635341992124,0.0,50
hybrid_repair,50,200,0.8,0.8,9,651.6318591590853,0.0,50
hybrid_repair,50,200,0.8,0.8,10,612.1111281577184,0.0,50
hybrid_repair,50,200,0.9,0.5,1,637.0079715673407,0.0,50
hybrid_repair,50,200,0.9,0.5,2,747.845130209748,0.0,50
hybrid_repair,50,200,0.9,0.5,3,550.5392447592875,0.0,50
hybrid_repair,50,200,0.9,0.5,4,762.3390537758465,0.0,50
hybrid_repair,50,200,0.9,0.5,5,661.1943382131783,0.0,50
hybrid_repair,50,200,0.9,0.5,6,635.7498568115433,0.0,50
hybrid_repair,50,200,0.9,0.5,7,776.7258403393814,0.0,50
hybrid_repair,50,200,0.9,0.5,8,1020.0007847636188,0.0,50
hybrid_repair,50,200,0.9,0.5,9,499.1771027304873,0.0,50
hybrid_repair,50,200,0.9,0.5,10,699.559320046138,0.0,50
hybrid_repair,50,200,0.9,0.8,1,631.796234487077,0.0,50
hybrid_repair,50,200,0.9,0.8,2,694.6734220112374,0.0,50
hybrid_repair,50,200,0.9,0.8,3,466.62115512038554,0.0,50
hybrid_repair,50,200,0.9,0.8,4,592.3506832414,0.0,50
hybrid_repair,50,200,0.9,0.8,5,576.0531396339106,0.0,50
hybrid_repair,50,200,0.9,0.8,6,556.8282632502367,0.0,50
hybrid_repair,50,200,0.9,0.8,7,579.6974826807611,0.0,50
hybrid_repair,50,200,0.9,0.8,8,965.1139862283501,0.0,50
hybrid_repair,50,200,0.9,0.8,9,643.6291711333727,0.0,49
hybrid_repair,50,200,0.9,0.8,10,646.4881356374722,0.0,50
hybrid_repair,70,100,0.8,0.5,1,489.75305437101696,0.0,69
hybrid_repair,70,100,0.8,0.5,2,524.2263990233711,0.0,70
hybrid_repair,70,100,0.8,0.5,3,630.2400177670625,0.0,70
hybrid_repair,70,100,0.8,0.5,4,544.1235913340354,0.0,70
hybrid_repair,70,100,0.8,0.5,5,527.5701601563892,0.0,70
hybrid_repair,70,100,0.8,0.5,6,583.0627036120195,0.0,70
hybrid_repair,70,100,0.8,0.5,7,479.449330978861,0.0,70
hybrid_repair,70,100,0.8,0.5,8,613.7710200916292,0.0,69
hybrid_repair,70,100,0.8,0.5,9,663.8500086417464,0.0,70
hybrid_repair,70,100,0.8,0.5,10,675.4467627042628,0.0,70
hybrid_repair,70,100,0.8,0.8,1,472.7937492376892,0.0,57
hybrid_repair,70,100,0.8,0.8,2,496.87172307761114,0.0,70
hybrid_repair,70,100,0.8,0.8,3,364.3659094913032,0.0,47
hybrid_repair,70,100,0.8,0.8,4,520.984513910576,0.0,70
hybrid_repair,70,100,0.8,0.8,5,594.3097523250169,0.0,70
hybrid_repair,70,100,0.8,0.8,6,798.7960119064763,0.0,70
hybrid_repair,70,100,0.8,0.8,7,531.4754717500814,0.0,70
hybrid_repair,70,100,0.8,0.8,8,546.6163106909017,0.0,48
hybrid_repair,70,100,0.8,0.8,9,510.69721236805754,0.0,68
hybrid_repair,70,100,0.8,0.8,10,876.6093820090097,0.0,70
hybrid_repair,70,100,0.9,0.5,1,650.0202545793168,0.0,64
hybrid_repair,70,100,0.9,0.5,2,535.2175813988936,0.0,69
hybrid_repair,70,100,0.9,0.5,3,531.7711309197978,0.0,68
hybrid_repair,70,100,0.9,0.5,4,443.4115775868197,0.0,70
hybrid_repair,70,100,0.9,0.5,5,601.524725018775,0.0,56
hybrid_repair,70,100,0.9,0.5,6,511.44507597223355,0.0,70
hybrid_repair,70,100,0.9,0.5,7,614.8835838621624,0.0,68
hybrid_repair,70,100,0.9,0.5,8,541.6095037004525,0.0,53
hybrid_repair,70,100,0.9,0.5,9,476.13327643925544,0.0,66
hybrid_repair,70,100,0.9,0.5,10,490.0076608776884,0.0,60
hybrid_repair,70,100,0.9,0.8,1,488.15134205189474,0.0,67
hybrid_repair,70,100,0.9,0.8,2,567.9980846196886,0.0,68
hybrid_repair,70,100,0.9,0.8,3,675.375035711505,0.0,63
hybrid_repair,70,100,0.9,0.8,4,495.29954573648104,0.0,58
hybrid_repair,70,100,0.9,0.8,5,643.6534551702715,0.0,70
hybrid_repair,70,100,0.9,0.8,6,529.4549606986652,0.0,67
hybrid_repair,70,100,0.9,0.8,7,477.70178860204055,0.0,68
hybrid_repair,70,100,0.9,0.8,8,744.4201200425905,0.0,70
hybrid_repair,70,100,0.9,0.8,9,403.4142120042617,0.0,64
hybrid_repair,70,100,0.9,0.8,10,805.7364465501104,0.0,68
hybrid_repair,70,200,0.8,0.5,1,514.547267078199,0.0,70
hybrid_repair,70,200,0.8,0.5,2,756.3412528733047,0.0,70
hybrid_repair,70,200,0.8,0.5,3,457.60289728217515,0.0,70
hybrid_repair,70,200,0.8,0.5,4,597.1031133799474,0.0,70
hybrid_repair,70,200,0.8,0.5,5,600.2949660474907,0.0,70
hybrid_repair,70,200,0.8,0.5,6,661.3079913636166,0.0,70
hybrid_repair,70,200,0.8,0.5,7,459.4806511467758,0.0,70
hybrid_repair,70,200,0.8,0.5,8,461.3846993919913,0.0,70
hybrid_repair,70,200,0.8,0.5,9,662.9013783839923,0.0,70
hybrid_repair,70,200,0.8,0.5,10,835.5056216723784,0.0,70
hybrid_repair,70,200,0.8,0.8,1,481.55161638199223,0.0,70
hybrid_repair,70,200,0.8,0.8,2,535.6472299844077,0.0,70
hybrid_repair,70,200,0.8,0.8,3,478.5010849241209,0.0,70
hybrid_repair,70,200,0.8,0.8,4,646.0008982496113,0.0,70
hybrid_repair,70,200,0.8,0.8,5,551.9990488702712,0.0,70
hybrid_repair,70,200,0.8,0.8,6,601.7422237880895,0.0,70
hybrid_repair,70,200,0.8,0.8,7,766.2222507039472,0.0,70
hybrid_repair,70,200,0.8,0.8,8,652.0916345585599,0.0,70
hybrid_repair,70,200,0.8,0.8,9,699.5047262406082,0.0,70
hybrid_repair,70,200,0.8,0.8,10,951.1743452147165,0.0,70
hybrid_repair,70,200,0.9,0.5,1,768.3881491174276,0.0,70
hybrid_repair,70,200,0.9,0.5,2,727.1347765731699,0.0,70
hybrid_repair,70,200,0.9,0.5,3,611.5489998304176,0.0,70
hybrid_repair,70,200,0.9,0.5,4,579.7977423018642,0.0,69
hybrid_repair,70,200,0.9,0.5,5,937.4203372776379,0.0,70
hybrid_repair,70,200,0.9,0.5,6,572.3931522898552,0.0,70
hybrid_repair,70,200,0.9,0.5,7,670.6924698612262,0.0,70
hybrid_repair,70,200,0.9,0.5,8,541.2293319546434,0.0,70
hybrid_repair,70,200,0.9,0.5,9,550.4802457002361,0.0,70
hybrid_repair,70,200,0.9,0.5,10,502.6088879423942,0.0,70
hybrid_repair,70,200,0.9,0.8,1,557.6357152198328,0.0,70
hybrid_repair,70,200,0.9,0.8,2,843.7598436619301,0.0,70
hybrid_repair,70,200,0.9,0.8,3,715.7250575011657,0.0,70
hybrid_repair,70,200,0.9,0.8,4,711.335751091174,0.0,70
hybrid_repair,70,200,0.9,0.8,5,864.8715167014882,0.0,70
hybrid_repair,70,200,0.9,0.8,6,799.017918671547,0.0,70
hybrid_repair,70,200,0.9,0.8,7,652.4886593888776,0.0,70
hybrid_repair,70,200,0.9,0.8,8,947.1787028165504,0.0,70
hybrid_repair,70,200,0.9,0.8,9,513.7967287220847,0.0,70
hybrid_repair,70,200,0.9,0.8,10,766.2259811193329,0.0,70
hybrid_repair,100,100,0.8,0.5,1,532.5661273198223,0.0,65
hybrid_repair,100,100,0.8,0.5,2,544.9153514245768,0.0,75
hybrid_repair,100,100,0.8,0.5,3,661.86040433614,0.0,66
hybrid_repair,100,100,0.8,0.5,4,608.8882786982217,0.0,67
hybrid_repair,100,100,0.8,0.5,5,493.7577758193719,0.0,59
hybrid_repair,100,100,0.8,0.5,6,464.50471959854707,0.0,70
hybrid_repair,100,100,0.8,0.5,7,424.31844424618055,0.0,62
hybrid_repair,100,100,0.8,0.5,8,698.5048373184065,0.0,66
hybrid_repair,100,100,0.8,0.5,9,550.5644849737424,0.0,58
hybrid_repair,100,100,0.8,0.5,10,594.875895925116,0.0,72
hybrid_repair,100,100,0.8,0.8,1,583.8721809632975,0.0,73
hybrid_repair,100,100,0.8,0.8,2,608.765125385383,0.0,74
hybrid_repair,100,100,0.8,0.8,3,726.1221152725485,0.0,65
hybrid_repair,100,100,0.8,0.8,4,668.5187187422421,0.0,56
hybrid_repair,100,100,0.8,0.8,5,654.662638998542,0.0,83
hybrid_repair,100,100,0.8,0.8,6,530.4562488193583,0.0,73
hybrid_repair,100,100,0.8,0.8,7,452.50631026619385,0.0,61
hybrid_repair,100,100,0.8,0.8,8,384.30154335401653,0.0,68
hybrid_repair,100,100,0.8,0.8,9,538.1090011889492,0.0,54
hybrid_repair,100,100,0.8,0.8,10,654.8226084898876,0.0,66
hybrid_repair,100,100,0.9,0.5,1,602.2800373984971,0.0,70
hybrid_repair,100,100,0.9,0.5,2,548.4414578484633,0.0,77
hybrid_repair,100,100,0.9,0.5,3,499.56074435841174,0.0,72
hybrid_repair,100,100,0.9,0.5,4,717.0927539379978,0.0,57
hybrid_repair,100,100,0.9,0.5,5,426.70001827021133,0.0,67
hybrid_repair,100,100,0.9,0.5,6,577.695146279201,0.0,77
hybrid_repair,100,100,0.9,0.5,7,488.8961050479936,0.0,81
hybrid_repair,100,100,0.9,0.5,8,511.02352496245317,0.0,77
hybrid_repair,100,100,0.9,0.5,9,890.6252692721845,0.0,58
hybrid_repair,100,100,0.9,0.5,10,629.6069140586837,0.0,67
hybrid_repair,100,100,0.9,0.8,1,504.31165811823695,0.0,63
hybrid_repair,100,100,0.9,0.8,2,481.0659743010924,0.0,70
hybrid_repair,100,100,0.9,0.8,3,578.8162760665591,0.0,62
hybrid_repair,100,100,0.9,0.8,4,626.5287072070298,0.0,68
hybrid_repair,100,100,0.9,0.8,5,814.2116215976748,0.0,76
hybrid_repair,100,100,0.9,0.8,6,510.57408925427586,0.0,72
hybrid_repair,100,100,0.9,0.8,7,475.4891778018938,0.0,65
hybrid_repair,100,100,0.9,0.8,8,686.9483229310893,0.0,71
hybrid_repair,100,100,0.9,0.8,9,439.80520102562724,0.0,63
hybrid_repair,100,100,0.9,0.8,10,360.4704941360285,0.0,70
hybrid_repair,100,200,0.8,0.5,1,468.5119579012141,0.0,95
hybrid_repair,100,200,0.8,0.5,2,756.6210672825794,0.0,100
hybrid_repair,100,200,0.8,0.5,3,786.9858778914136,0.0,100
hybrid_repair,100,200,0.8,0.5,4,522.6263596602798,0.0,100
hybrid_repair,100,200,0.8,0.5,5,506.89109673267444,0.0,92
hybrid_repair,100,200,0.8,0.5,6,482.7684963720545,0.0,100
hybrid_repair,100,200,0.8,0.5,7,535.6610984399464,0.0,93
hybrid_repair,100,200,0.8,0.5,8,545.7409133054218,0.0,88
hybrid_repair,100,200,0.8,0.5,9,455.7242126637325,0.0,86
hybrid_repair,100,200,0.8,0.5,10,517.8326524337305,0.0,99
hybrid_repair,100,200,0.8,0.8,1,575.2372231782847,0.0,98
hybrid_repair,100,200,0.8,0.8,2,657.5145666884775,0.0,99
hybrid_repair,100,200,0.8,0.8,3,629.2628022714173,0.0,92
hybrid_repair,100,200,0.8,0.8,4,679.4037501136015,0.0,100
hybrid_repair,100,200,0.8,0.8,5,571.0108250337112,0.0,94
hybrid_repair,100,200,0.8,0.8,6,692.9752988004153,0.0,94
hybrid_repair,100,200,0.8,0.8,7,533.3696870724908,0.0,91
hybrid_repair,100,200,0.8,0.8,8,553.263649905442,0.0,100
hybrid_repair,100,200,0.8,0.8,9,559.7440077239401,0.0,96
hybrid_repair,100,200,0.8,0.8,10,655.9528051024442,0.0,100
hybrid_repair,100,200,0.9,0.5,1,765.4939937326142,0.0,99
hybrid_repair,100,200,0.9,0.5,2,488.1231586395943,0.0,90
hybrid_repair,100,200,0.9,0.5,3,520.0786425862793,0.0,99
hybrid_repair,100,200,0.9,0.5,4,714.6158752186551,0.0,97
hybrid_repair,100,200,0.9,0.5,5,483.1575281365977,0.0,98
hybrid_repair,100,200,0.9,0.5,6,737.5733317621032,0.0,98
hybrid_repair,100,200,0.9,0.5,7,700.1737942385357,0.0,100
hybrid_repair,100,200,0.9,0.5,8,477.9747681423885,0.0,99
hybrid_repair,100,200,0.9,0.5,9,654.4434765880643,0.0,98
hybrid_repair,100,200,0.9,0.5,10,765.4029805140901,0.0,95
hybrid_repair,100,200,0.9,0.8,1,620.2681766263956,0.0,97
hybrid_repair,100,200,0.9,0.8,2,777.563496012368,0.0,100
hybrid_repair,100,200,0.9,0.8,3,544.4994079068305,0.0,100
hybrid_repair,100,200,0.9,0.8,4,913.1898550096113,0.0,99
hybrid_repair,100,200,0.9,0.8,5,716.533335367511,0.0,94
hybrid_repair,100,200,0.9,0.8,6,489.9066538504766,0.0,92
hybrid_repair,100,200,0.9,0.8,7,660.7459557070442,0.0,96
hybrid_repair,100,200,0.9,0.8,8,562.565103441402,0.0,98
hybrid_repair,100,200,0.9,0.8,9,577.278518710197,0.0,76
hybrid_repair,100,200,0.9,0.8,10,446.24440483431465,0.0,89
